@relation caracteristicas

                         @attribute azul_cabelo_milhouse real
                         @attribute rosa_camisa_milhouse real
                         @attribute vermelho_shorts_milhouse real
                         @attribute marrom_pele_apu real
                         @attribute amarelo_calca_apu real
                         @attribute verde_jaqueta_apu real
                         @attribute classe {Milhouse, Apu}

                         @data

                      13.498372395833332,0.0234375,0.0,34.496419270833336,0.6233723958333334,7.242838541666667,Milhouse
0.005842681623931624,0.11017628205128205,0.002921340811965812,16.85989249465812,0.2491486378205128,5.028462206196581,Milhouse
0.2942207532051282,0.32885950854700857,0.25206997863247865,26.055856036324787,0.1460670405982906,2.1446814903846154,Milhouse
1.3809595352564101,0.07971087072649573,0.0037560096153846155,35.060263087606835,0.23579393696581194,0.07136418269230768,Milhouse
7.0834168002136755,2.9760116185897436,0.0,18.05430355235043,0.80921140491453,0.9456797542735043,Milhouse
0.9081196581196582,0.11017628205128205,0.0,6.971153846153847,5.285957532051282,14.499866452991453,Milhouse
0.23412459935897434,0.2942207532051282,0.2470619658119658,30.277610844017094,0.15149238782051283,2.4355635683760686,Milhouse
0.051901223776223776,0.1638986013986014,0.0009105477855477855,3.10861013986014,6.937463578088578,6.145287004662005,Milhouse
27.791666666666664,0.0006510416666666667,0.0,1.1419270833333333,3.6754557291666665,6.5830078125,Milhouse
0.9967447916666667,0.4283854166666667,0.0,9.724609375,17.385416666666668,0.38671875,Milhouse
0.04279574592074592,0.04734848484848485,0.003642191142191142,4.368808275058275,3.648564976689977,5.263876748251748,Milhouse
0.0016075102880658437,0.0257201646090535,0.0,3.476240997942387,6.684831532921811,1.6613618827160492,Milhouse
0.13980702457264957,0.01878004807692308,0.0,15.272352430555555,0.09431757478632478,8.31497061965812,Milhouse
0.38419495884773663,0.05304783950617284,0.0,11.320891203703704,5.219585905349794,16.534850823045268,Milhouse
0.0,0.03255208333333333,0.0,21.100911458333332,6.563802083333334,10.412109375,Milhouse
0.004822530864197531,0.023308899176954733,0.0,3.378986625514403,6.5932034465020575,1.7192322530864197,Milhouse
7.77152534965035,0.28727782634032634,0.0,4.759433275058275,0.9069055944055944,7.0289736305361314,Milhouse
1.0289189976689976,0.3537478146853147,0.1192817599067599,6.110686188811189,9.58897872960373,3.638093677156177,Milhouse
1.1017628205128205,0.07375437062937062,0.12747668997668998,6.430288461538461,8.569620483682984,5.322151806526806,Milhouse
1.605295745920746,0.2198972902097902,0.03050335081585082,7.719624125874127,9.270287004662006,4.7708151223776225,Milhouse
17.081876456876458,0.1693618881118881,0.0,4.019157925407925,13.875837703962704,3.4673659673659674,Milhouse
2.046911421911422,0.5700029137529138,0.22217365967365965,8.367023601398602,8.825029137529137,6.466710372960373,Milhouse
